suburb,rooms,type,price,method,seller_g,date,distance,postcode,bedroom2,bathroom,car,landsize,council_area,latitude,longitude,region_name,property_count,yr_qtr
Reservoir,2,h,428000.0,S,Nelson,2016-09-03,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,2,u,415000.0,PI,Ray,2016-09-03,11.2,3073.0,2.0,1.0,1.0,189.0,Darebin City Council,-37.708,145.0181,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,590000.0,S,Stockdale,2016-09-03,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,2,t,355000.0,PI,Barry,2016-09-03,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,738000.0,S,Nelson,2016-09-03,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,3,u,475000.0,S,Ray,2016-09-03,11.2,3073.0,3.0,1.0,1.0,191.0,Darebin City Council,-37.7019,145.0256,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,915000.0,S,Ray,2016-10-08,11.2,3073.0,3.0,3.0,2.0,618.0,Darebin City Council,-37.7154,144.9962,Northern Metropolitan,21650.0,2016.4
Reservoir,3,u,666000.0,S,Barry,2016-09-03,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,2,u,468000.0,S,Ray,2016-10-08,11.2,3073.0,3.0,2.0,2.0,234.0,Darebin City Council,-37.7172,145.016,Northern Metropolitan,21650.0,2016.4
Reservoir,2,u,380000.0,S,Nelson,2016-10-08,11.2,3073.0,2.0,1.0,1.0,149.0,Darebin City Council,-37.7177,144.9917,Northern Metropolitan,21650.0,2016.4
Reservoir,3,h,665000.0,S,Nelson,2016-05-07,11.2,3073.0,3.0,1.0,4.0,503.0,Darebin City Council,-37.7226,144.9953,Northern Metropolitan,21650.0,2016.2
Reservoir,3,h,500000.0,PI,Love,2016-10-08,11.2,3073.0,3.0,1.0,1.0,320.0,Darebin City Council,-37.7248,145.023,Northern Metropolitan,21650.0,2016.4
Reservoir,1,h,260000.0,PI,hockingstuart,2016-05-07,11.2,3073.0,1.0,1.0,1.0,141.0,Darebin City Council,-37.7025,144.9887,Northern Metropolitan,21650.0,2016.2
Reservoir,4,h,1015000.0,S,Barry,2016-10-08,11.2,3073.0,4.0,1.0,1.0,518.0,Darebin City Council,-37.726,145.0044,Northern Metropolitan,21650.0,2016.4
Reservoir,2,h,380000.0,S,Alexkarbon,2016-10-08,11.2,3073.0,2.0,1.0,1.0,159.0,Darebin City Council,-37.6998,145.0248,Northern Metropolitan,21650.0,2016.4
Reservoir,4,h,775000.0,S,Ray,2016-09-10,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,865000.0,S,Nelson,2016-09-10,11.2,3073.0,2.0,1.0,3.0,560.0,Darebin City Council,-37.721,144.9885,Northern Metropolitan,21650.0,2016.3
Reservoir,3,u,301000.0,SP,Barry,2016-09-10,11.2,3073.0,3.0,1.0,1.0,0.0,Darebin City Council,-37.7272,145.0057,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,890000.0,S,Barry,2016-09-10,11.2,3073.0,3.0,2.0,2.0,634.0,Darebin City Council,-37.7199,144.9965,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,610000.0,VB,Barry,2016-09-10,11.2,3073.0,3.0,1.0,2.0,492.0,Darebin City Council,-37.7205,144.9872,Northern Metropolitan,21650.0,2016.3
Reservoir,2,t,416000.0,S,Ray,2016-09-10,11.2,3073.0,2.0,1.0,1.0,159.0,Darebin City Council,-37.7059,145.0115,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,650000.0,SP,Nelson,2016-09-10,11.2,3073.0,3.0,1.0,3.0,620.0,Darebin City Council,-37.7099,144.9938,Northern Metropolitan,21650.0,2016.3
Reservoir,2,u,440000.0,SP,Ray,2016-10-08,11.2,3073.0,2.0,1.0,2.0,132.0,Darebin City Council,-37.709,145.0219,Northern Metropolitan,21650.0,2016.4
Reservoir,2,h,611000.0,S,Barry,2016-10-08,11.2,3073.0,2.0,1.0,2.0,379.0,Darebin City Council,-37.7108,145.0048,Northern Metropolitan,21650.0,2016.4
Reservoir,3,h,885000.0,S,Ray,2016-10-08,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.4
Reservoir,3,t,592000.0,S,Ray,2016-10-08,11.2,3073.0,3.0,1.0,1.0,270.0,Darebin City Council,-37.702,145.0148,Northern Metropolitan,21650.0,2016.4
Reservoir,2,u,434000.0,S,Barry,2016-10-08,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.7022,145.0129,Northern Metropolitan,21650.0,2016.4
Reservoir,3,t,530000.0,PI,Nelson,2016-10-08,11.2,3073.0,3.0,2.0,1.0,229.0,Darebin City Council,-37.7036,145.0145,Northern Metropolitan,21650.0,2016.4
Reservoir,3,h,600000.0,S,Nelson,2016-10-08,11.2,3073.0,3.0,1.0,1.0,370.0,Darebin City Council,-37.719,144.9971,Northern Metropolitan,21650.0,2016.4
Reservoir,3,h,800000.0,S,Barry,2016-10-08,11.2,3073.0,3.0,1.0,2.0,570.0,Darebin City Council,-37.718,144.9999,Northern Metropolitan,21650.0,2016.4
Reservoir,2,u,357500.0,S,Ray,2016-05-07,11.2,3073.0,2.0,1.0,1.0,129.0,Darebin City Council,-37.7099,145.0131,Northern Metropolitan,21650.0,2016.2
Reservoir,3,h,1025000.0,S,hockingstuart,2016-12-03,11.2,3073.0,3.0,2.0,2.0,676.0,Darebin City Council,-37.7262,145.0177,Northern Metropolitan,21650.0,2016.4
Reservoir,3,h,911000.0,S,Stockdale,2017-03-04,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.1
Reservoir,2,h,836000.0,SP,Ray,2016-10-15,11.2,3073.0,2.0,1.0,1.0,931.0,Darebin City Council,-37.7033,145.0169,Northern Metropolitan,21650.0,2016.4
Reservoir,3,h,410000.0,S,hockingstuart,2016-10-15,11.2,3073.0,3.0,1.0,1.0,250.0,Darebin City Council,-37.6974,145.0213,Northern Metropolitan,21650.0,2016.4
Reservoir,2,h,605000.0,S,Nelson,2016-10-15,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.4
Reservoir,2,h,565000.0,S,Nelson,2016-10-15,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.4
Reservoir,3,h,655000.0,PI,Love,2016-05-14,11.2,3073.0,2.0,1.0,1.0,644.0,Darebin City Council,-37.713,145.0137,Northern Metropolitan,21650.0,2016.2
Reservoir,2,u,360000.0,S,Stockdale,2016-05-14,11.2,3073.0,2.0,1.0,1.0,132.0,Darebin City Council,-37.708,145.0223,Northern Metropolitan,21650.0,2016.2
Reservoir,3,h,830000.0,S,Ray,2016-05-14,11.2,3073.0,1.0,1.0,1.0,509.0,Darebin City Council,-37.7261,144.9983,Northern Metropolitan,21650.0,2016.2
Reservoir,3,h,665000.0,SP,Nelson,2016-05-14,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,3,h,592500.0,S,Ray,2016-05-14,11.2,3073.0,3.0,2.0,1.0,215.0,Darebin City Council,-37.7094,145.0204,Northern Metropolitan,21650.0,2016.2
Reservoir,4,h,1700000.0,S,Barry,2016-08-13,11.2,3073.0,4.0,2.0,4.0,601.0,Darebin City Council,-37.7176,145.0058,Northern Metropolitan,21650.0,2016.3
Reservoir,3,u,400000.0,PI,Ray,2016-08-13,11.2,3073.0,3.0,1.0,1.0,172.0,Darebin City Council,-37.7092,145.0274,Northern Metropolitan,21650.0,2016.3
Reservoir,2,t,550000.0,SP,Barry,2016-08-13,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,546000.0,S,Barry,2016-08-13,11.2,3073.0,3.0,1.0,2.0,592.0,Darebin City Council,-37.728,145.0352,Northern Metropolitan,21650.0,2016.3
Reservoir,2,u,380000.0,PI,Barry,2016-08-13,11.2,3073.0,2.0,1.0,1.0,220.0,Darebin City Council,-37.7327,145.0347,Northern Metropolitan,21650.0,2016.3
Reservoir,2,u,360000.0,PI,Barry,2016-08-13,11.2,3073.0,2.0,1.0,1.0,139.0,Darebin City Council,-37.7327,145.0347,Northern Metropolitan,21650.0,2016.3
Reservoir,2,t,550000.0,S,Nelson,2016-08-13,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,635000.0,S,Barry,2016-08-13,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,2,h,635000.0,SP,Ray,2016-10-15,11.2,3073.0,2.0,2.0,2.0,654.0,Darebin City Council,-37.7134,145.0235,Northern Metropolitan,21650.0,2016.4
Reservoir,3,u,540000.0,PI,Barry,2016-08-13,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,2,u,432000.0,S,Love,2016-09-10,11.2,3073.0,2.0,1.0,1.0,137.0,Darebin City Council,-37.7241,145.0114,Northern Metropolitan,21650.0,2016.3
Reservoir,2,t,490000.0,S,Nelson,2017-03-04,11.2,3073.0,2.0,1.0,1.0,91.0,Darebin City Council,-37.713,145.0108,Northern Metropolitan,21650.0,2017.1
Reservoir,3,h,695000.0,S,Barry,2016-09-10,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,2,t,400000.0,SP,Nelson,2016-06-04,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,3,h,805000.0,S,Barry,2017-03-04,11.2,3073.0,3.0,1.0,2.0,227.0,Darebin City Council,-37.7286,145.0059,Northern Metropolitan,21650.0,2017.1
Reservoir,2,h,365000.0,PI,Barry,2016-05-07,11.2,3073.0,2.0,1.0,1.0,360.0,Darebin City Council,-37.7273,145.0254,Northern Metropolitan,21650.0,2016.2
Reservoir,3,h,502500.0,S,Ray,2016-08-06,11.2,3073.0,2.0,1.0,2.0,491.0,Darebin City Council,-37.7152,144.9823,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,651000.0,SP,Ray,2016-08-06,11.2,3073.0,3.0,2.0,3.0,649.0,Darebin City Council,-37.705,145.0216,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,510000.0,PI,Barry,2016-08-06,11.2,3073.0,3.0,1.0,2.0,543.0,Darebin City Council,-37.6946,144.9962,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,800000.0,S,Barry,2016-08-06,11.2,3073.0,3.0,1.0,5.0,4679.0,Darebin City Council,-37.7093,145.0012,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,920000.0,S,Nelson,2016-06-04,11.2,3073.0,3.0,2.0,2.0,623.0,Darebin City Council,-37.7276,145.0165,Northern Metropolitan,21650.0,2016.2
Reservoir,2,t,575000.0,VB,Ray,2016-06-04,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,2,h,535000.0,S,Ray,2016-06-04,11.2,3073.0,2.0,1.0,1.0,234.0,Darebin City Council,-37.7182,145.0161,Northern Metropolitan,21650.0,2016.2
Reservoir,2,u,436000.0,S,Barry,2016-09-10,11.2,3073.0,2.0,1.0,1.0,140.0,Darebin City Council,-37.7285,145.0242,Northern Metropolitan,21650.0,2016.3
Reservoir,3,h,750000.0,S,Barry,2016-06-04,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,3,t,770000.0,SA,Nelson,2016-06-04,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,2,h,810000.0,S,Barry,2017-03-04,11.2,3073.0,2.0,1.0,2.0,950.0,Darebin City Council,-37.702,145.0071,Northern Metropolitan,21650.0,2017.1
Reservoir,2,h,931000.0,S,Barry,2017-03-04,11.2,3073.0,2.0,1.0,1.0,487.0,Darebin City Council,-37.7279,145.0136,Northern Metropolitan,21650.0,2017.1
Reservoir,3,h,1005000.0,S,Harcourts,2017-03-04,11.2,3073.0,3.0,2.0,4.0,466.0,Darebin City Council,-37.7266,145.0004,Northern Metropolitan,21650.0,2017.1
Reservoir,3,u,645000.0,S,Nelson,2017-03-04,11.2,3073.0,3.0,1.0,2.0,280.0,Darebin City Council,-37.7183,145.0164,Northern Metropolitan,21650.0,2017.1
Reservoir,3,h,660000.0,S,Barry,2017-03-04,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.1
Reservoir,3,h,659500.0,S,Barry,2017-03-04,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.1
Reservoir,4,h,770000.0,S,Love,2017-03-04,11.2,3073.0,4.0,1.0,2.0,855.0,Darebin City Council,-37.6997,145.0043,Northern Metropolitan,21650.0,2017.1
Reservoir,4,h,845000.0,S,Barry,2016-07-30,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.3
Reservoir,2,t,400000.0,VB,hockingstuart,2016-05-22,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2016.2
Reservoir,4,h,960000.0,PI,Barry,2017-10-14,12.0,3073.0,4.0,3.0,4.0,926.0,Darebin City Council,-37.69765,144.99106,Northern Metropolitan,21650.0,2017.4
Reservoir,3,h,810000.0,S,Love,2017-05-13,11.2,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.2
Reservoir,3,h,935000.0,S,Ray,2017-09-16,12.0,3073.0,3.0,1.0,2.0,768.0,Darebin City Council,-37.7234,145.0266,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,817000.0,S,Barry,2017-05-27,12.0,3073.0,3.0,1.0,2.0,700.0,Darebin City Council,-37.72456,145.02292,Northern Metropolitan,21650.0,2017.2
Reservoir,2,t,575000.0,S,Ray,2017-05-27,12.0,3073.0,2.0,2.0,1.0,151.0,Darebin City Council,-37.70426,145.01204,Northern Metropolitan,21650.0,2017.2
Reservoir,3,t,645000.0,S,Nelson,2017-05-27,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.2
Reservoir,4,h,905000.0,S,Barry,2017-07-29,12.0,3073.0,4.0,1.0,2.0,870.0,Darebin City Council,-37.70433,145.02068,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,750000.0,S,Harcourts,2017-05-27,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.2
Reservoir,2,u,470000.0,S,hockingstuart,2017-05-27,12.0,3073.0,2.0,1.0,1.0,142.0,Darebin City Council,-37.70932,145.02484,Northern Metropolitan,21650.0,2017.2
Reservoir,3,h,700000.0,S,Stockdale,2017-05-27,12.0,3073.0,3.0,2.0,1.0,301.0,Darebin City Council,-37.72839,145.00105,Northern Metropolitan,21650.0,2017.2
Reservoir,2,u,470000.0,VB,RW,2017-06-24,12.0,3073.0,2.0,1.0,1.0,73.0,Darebin City Council,-37.72128,145.00995,Northern Metropolitan,21650.0,2017.2
Reservoir,3,h,860000.0,S,Nelson,2017-05-27,12.0,3073.0,3.0,1.0,2.0,627.0,Darebin City Council,-37.72216,144.99381,Northern Metropolitan,21650.0,2017.2
Reservoir,1,h,750000.0,PI,Ray,2017-07-08,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.3
Reservoir,3,u,530000.0,VB,Ray,2017-07-08,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.3
Reservoir,2,u,490000.0,SP,Ray,2017-07-08,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71157,145.02913,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,526250.0,SP,Barry,2017-07-08,12.0,3073.0,3.0,1.0,1.0,308.0,Darebin City Council,-37.72828,145.03033,Northern Metropolitan,21650.0,2017.3
Reservoir,1,h,351000.0,SP,Harcourts,2017-07-08,12.0,3073.0,1.0,1.0,1.0,168.0,Darebin City Council,-37.69828,145.02184,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,760000.0,S,Love,2017-07-08,12.0,3073.0,3.0,1.0,1.0,606.0,Darebin City Council,-37.72057,145.02615,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,635000.0,SP,hockingstuart,2017-05-27,12.0,3073.0,3.0,2.0,2.0,289.0,Darebin City Council,-37.70798,145.02101,Northern Metropolitan,21650.0,2017.2
Reservoir,2,u,465000.0,SP,Ray,2017-09-16,12.0,3073.0,2.0,1.0,1.0,676.0,Darebin City Council,-37.71176,145.02142,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,925000.0,S,Ray,2017-07-08,12.0,3073.0,3.0,1.0,2.0,676.0,Darebin City Council,-37.72167,145.01706,Northern Metropolitan,21650.0,2017.3
Reservoir,1,u,365000.0,SP,Ray,2017-06-24,12.0,3073.0,1.0,1.0,1.0,113.0,Darebin City Council,-37.70717,145.02643,Northern Metropolitan,21650.0,2017.2
Reservoir,3,h,911000.0,S,Harcourts,2017-06-24,12.0,3073.0,3.0,1.0,4.0,601.0,Darebin City Council,-37.72943,145.01904,Northern Metropolitan,21650.0,2017.2
Reservoir,3,h,670000.0,S,Barry,2017-06-24,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.2
Reservoir,2,u,652000.0,S,Love,2017-07-15,12.0,3073.0,2.0,1.0,1.0,260.0,Darebin City Council,-37.71377,145.00214,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,953000.0,S,Ray,2017-07-15,12.0,3073.0,3.0,1.0,2.0,743.0,Darebin City Council,-37.70964,145.0171,Northern Metropolitan,21650.0,2017.3
Reservoir,2,u,468000.0,S,Nelson,2017-07-15,12.0,3073.0,2.0,1.0,1.0,0.0,Darebin City Council,-37.72919,145.00533,Northern Metropolitan,21650.0,2017.3
Reservoir,2,t,710000.0,S,Raine,2017-07-15,12.0,3073.0,2.0,2.0,1.0,126.0,Darebin City Council,-37.72357,144.98562,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,550000.0,VB,Ray,2017-07-15,12.0,3073.0,3.0,1.0,2.0,1723.0,Darebin City Council,-37.69484,145.00854,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,725000.0,S,Nelson,2017-07-15,12.0,3073.0,3.0,1.0,2.0,579.0,Darebin City Council,-37.70158,144.99655,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,880000.0,S,Harrington,2017-07-15,12.0,3073.0,3.0,2.0,3.0,743.0,Darebin City Council,-37.70646,145.01656,Northern Metropolitan,21650.0,2017.3
Reservoir,2,u,502000.0,SP,Barry,2017-07-15,12.0,3073.0,2.0,1.0,2.0,230.0,Darebin City Council,-37.709,145.02014,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,1175000.0,S,Barry,2017-07-15,12.0,3073.0,3.0,1.0,4.0,545.0,Darebin City Council,-37.72561,145.00922,Northern Metropolitan,21650.0,2017.3
Reservoir,2,u,495000.0,S,Ray,2017-07-22,12.0,3073.0,2.0,1.0,1.0,134.0,Darebin City Council,-37.7216,145.0178,Northern Metropolitan,21650.0,2017.3
Reservoir,2,h,320000.0,PI,Ray,2017-07-22,12.0,3073.0,2.0,1.0,1.0,89.0,Darebin City Council,-37.71766,145.00132,Northern Metropolitan,21650.0,2017.3
Reservoir,2,t,617500.0,SP,RW,2017-07-22,12.0,3073.0,2.0,2.0,1.0,0.0,Darebin City Council,-37.73012,145.02652,Northern Metropolitan,21650.0,2017.3
Reservoir,5,h,1282500.0,SA,Nelson,2017-07-22,12.0,3073.0,5.0,2.0,2.0,499.0,Darebin City Council,-37.72556,144.99021,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,935000.0,S,Nelson,2017-08-12,12.0,3073.0,3.0,1.0,2.0,529.0,Darebin City Council,-37.72017,144.99873,Northern Metropolitan,21650.0,2017.3
Reservoir,4,h,1210000.0,S,Barry,2017-08-12,12.0,3073.0,4.0,3.0,4.0,725.0,Darebin City Council,-37.70833,145.0045,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,690000.0,S,Nelson,2017-07-08,12.0,3073.0,3.0,1.0,2.0,514.0,Darebin City Council,-37.70331,144.9838,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,880000.0,S,Ray,2017-07-08,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.3
Reservoir,1,u,270000.0,PI,Stockdale,2017-06-24,12.0,3073.0,1.0,1.0,1.0,0.0,Darebin City Council,-37.71408,145.00441,Northern Metropolitan,21650.0,2017.2
Reservoir,3,h,790000.0,SP,RW,2017-06-24,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.2
Reservoir,3,h,600000.0,VB,Love,2017-08-26,12.0,3073.0,3.0,2.0,2.0,537.0,Darebin City Council,-37.72397,145.00146,Northern Metropolitan,21650.0,2017.3
Reservoir,2,h,920000.0,S,Nelson,2017-09-16,12.0,3073.0,2.0,1.0,2.0,665.0,Darebin City Council,-37.72303,145.01884,Northern Metropolitan,21650.0,2017.3
Reservoir,3,h,770000.0,S,Nelson,2018-01-06,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2018.1
Reservoir,3,h,775000.0,S,McGrath,2018-01-06,12.0,3073.0,3.0,1.0,2.0,275.0,Darebin City Council,-37.72311,144.99559,Northern Metropolitan,21650.0,2018.1
Reservoir,3,h,865000.0,S,Barry,2018-01-06,12.0,3073.0,3.0,1.0,1.0,537.0,Darebin City Council,-37.70283,145.00984,Northern Metropolitan,21650.0,2018.1
Reservoir,3,h,920000.0,S,Barry,2018-01-06,12.0,3073.0,3.0,1.0,2.0,680.0,Darebin City Council,-37.7052,145.02343,Northern Metropolitan,21650.0,2018.1
Reservoir,3,h,810000.0,S,hockingstuart,2018-01-06,12.0,3073.0,3.0,2.0,2.0,186.0,Darebin City Council,-37.72156,145.01103,Northern Metropolitan,21650.0,2018.1
Reservoir,3,u,645000.0,S,McGrath,2017-11-18,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.4
Reservoir,3,h,740000.0,S,Barry,2017-11-18,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.4
Reservoir,4,h,690000.0,VB,Ray,2017-11-18,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.4
Reservoir,3,h,876000.0,S,HAR,2017-11-18,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.4
Reservoir,3,u,701000.0,S,RW,2017-11-18,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.4
Reservoir,3,h,665000.0,S,Ray,2017-11-25,12.0,3073.0,3.0,2.0,2.0,537.0,Darebin City Council,-37.6921,144.9762,Northern Metropolitan,21650.0,2017.4
Reservoir,2,t,555000.0,PI,Barry,2017-11-25,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.4
Reservoir,2,u,650000.0,S,Love,2017-11-25,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.4
Reservoir,3,h,1210000.0,S,Love,2017-11-25,12.0,3073.0,3.0,1.0,1.0,818.0,Darebin City Council,-37.7049,145.0285,Northern Metropolitan,21650.0,2017.4
Reservoir,3,h,850000.0,S,Love,2017-11-25,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.721,144.9883,Northern Metropolitan,21650.0,2017.4
Reservoir,2,u,550000.0,SP,Barry,2017-11-25,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.4
Reservoir,3,u,675000.0,SP,Barry,2017-11-25,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.4
Reservoir,4,h,750000.0,PI,Stockdale,2017-11-25,12.0,3073.0,4.0,2.0,1.0,537.0,Darebin City Council,-37.6959,144.9818,Northern Metropolitan,21650.0,2017.4
Reservoir,3,h,780000.0,PI,Barry,2017-11-25,12.0,3073.0,3.0,1.0,1.0,767.0,Darebin City Council,-37.7039,144.9858,Northern Metropolitan,21650.0,2017.4
Reservoir,3,h,650000.0,S,Ray,2017-11-25,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.7112,145.0211,Northern Metropolitan,21650.0,2017.4
Reservoir,1,u,300000.0,PI,Barry,2017-11-25,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.4
Reservoir,4,h,941000.0,S,hockingstuart,2017-12-09,12.0,3073.0,4.0,3.0,1.0,753.0,Darebin City Council,-37.70586,144.99644,Northern Metropolitan,21650.0,2017.4
Reservoir,4,h,1200000.0,S,Nelson,2017-08-12,12.0,3073.0,4.0,2.0,2.0,499.0,Darebin City Council,-37.72614,144.99892,Northern Metropolitan,21650.0,2017.3
Reservoir,2,u,380000.0,PI,Ray,2018-02-10,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2018.1
Reservoir,3,t,678913.0,SP,Barry,2017-12-09,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2017.4
Reservoir,2,t,600000.0,S,Nelson,2018-01-06,12.0,3073.0,3.0,1.0,2.0,537.0,Darebin City Council,-37.71295,145.00986999999998,Northern Metropolitan,21650.0,2018.1
